image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;377,362;468,263;429,297;403,322;364,339;321,325;299,296;277,248;383,112;397,164;365,204;336,208;290,183;328,150
00001_8bit.png;377,362;468,263;429,297;403,322;364,339;321,325;299,296;277,248;383,112;397,164;365,204;336,208;290,183;328,149
00002_8bit.png;377,362;468,263;429,297;403,322;364,339;321,325;299,296;278,248;383,112;397,164;365,204;336,208;290,183;328,149
00003_8bit.png;377,361;467,263;429,297;403,322;364,339;321,325;299,296;278,247;383,112;397,164;365,204;336,208;290,183;328,150
00004_8bit.png;376,361;467,263;428,296;403,322;363,339;321,325;299,296;277,247;383,112;397,164;364,204;335,208;290,182;328,149
00005_8bit.png;376,361;467,262;428,296;403,321;363,339;321,325;299,296;278,247;383,112;397,164;364,204;335,208;290,182;328,149
00006_8bit.png;376,361;467,262;428,295;403,321;363,339;321,325;299,296;278,247;383,112;397,164;364,204;335,208;290,182;328,150
00007_8bit.png;376,361;467,262;428,295;403,321;364,339;321,325;299,296;278,247;383,112;397,164;364,204;335,208;290,182;328,149
00008_8bit.png;376,361;467,262;428,295;403,321;364,339;321,325;299,296;278,247;383,112;397,164;364,204;335,208;290,182;328,149
00009_8bit.png;376,361;467,262;428,295;403,321;364,339;321,325;299,296;278,247;382,112;397,164;364,204;335,208;290,182;328,150
00010_8bit.png;375,362;467,262;428,295;403,321;364,339;321,325;299,296;278,247;383,112;397,164;364,204;335,208;290,181;328,149
00011_8bit.png;375,362;467,262;428,295;403,321;364,339;321,325;300,296;278,248;383,112;397,164;364,204;335,208;290,181;328,149
00012_8bit.png;375,362;467,261;428,295;404,321;364,339;321,326;300,296;278,248;383,113;397,164;364,204;335,208;291,181;328,149
00013_8bit.png;375,363;466,261;428,295;404,321;364,340;321,326;300,296;278,248;382,113;397,165;364,204;335,208;291,181;328,149
00014_8bit.png;375,363;466,262;428,295;404,321;364,340;321,326;300,296;278,248;383,113;397,165;364,204;335,208;291,181;328,149
00015_8bit.png;374,363;466,261;428,295;404,321;365,340;322,326;300,296;278,248;383,113;397,165;364,204;335,208;291,181;328,149
00016_8bit.png;374,363;466,261;428,295;404,321;365,340;322,326;300,297;279,248;383,113;397,165;364,204;335,208;291,180;328,149
00017_8bit.png;374,363;466,260;428,295;404,321;365,340;322,326;301,297;279,248;383,113;397,165;364,204;335,208;291,181;328,148
00018_8bit.png;374,363;466,261;428,295;404,321;365,340;322,326;301,297;279,248;383,113;397,165;364,204;335,208;291,181;329,149
00019_8bit.png;374,363;466,260;428,295;404,321;365,340;322,326;301,297;279,248;383,113;397,165;364,204;335,209;291,181;329,148
