image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;406,369;503,242;451,283;418,313;372,322;330,300;302,267;244,249;405,110;466,143;411,183;377,179;340,126;386,107
00001_8bit.png;406,369;503,243;451,283;418,313;372,322;330,300;301,268;243,249;405,110;466,143;411,183;377,179;339,126;386,107
00002_8bit.png;405,369;504,244;451,284;418,313;372,322;329,301;301,268;243,249;404,109;465,142;411,183;377,179;339,126;386,108
00003_8bit.png;404,368;504,245;451,284;418,313;371,322;329,301;300,269;242,249;404,110;465,141;411,183;378,179;338,127;386,108
00004_8bit.png;403,366;505,247;450,285;417,313;370,321;329,301;297,270;240,250;403,110;464,140;412,183;378,179;337,128;385,108
00005_8bit.png;401,365;505,248;450,285;417,313;370,321;328,301;296,271;238,253;402,110;464,139;411,183;377,179;337,127;385,107
00006_8bit.png;399,363;506,250;449,285;416,313;369,321;328,301;294,273;236,257;402,109;463,139;411,183;377,179;337,128;385,108
00007_8bit.png;397,362;508,253;449,285;416,313;369,321;327,302;292,275;232,263;402,108;462,138;411,183;377,179;336,128;385,108
00008_8bit.png;395,362;512,262;449,286;416,313;369,320;327,302;289,279;226,273;403,109;462,138;411,183;377,179;335,128;386,106
00009_8bit.png;393,362;513,268;449,286;415,313;368,320;327,302;287,281;223,279;401,110;462,138;411,183;377,179;336,126;387,96
00010_8bit.png;392,362;515,277;450,288;415,313;368,319;327,302;286,281;222,278;400,112;463,138;410,181;376,178;346,119;387,63
00011_8bit.png;392,361;515,281;450,289;414,313;367,319;326,301;286,280;221,276;402,112;464,140;410,181;376,177;349,118;381,53
00012_8bit.png;391,360;515,284;451,290;414,313;368,318;326,300;287,277;222,268;405,110;466,142;409,180;375,176;349,118;376,50
00013_8bit.png;391,360;516,284;451,289;415,312;369,318;327,299;289,274;226,257;407,107;467,144;409,179;375,176;348,118;371,48
00014_8bit.png;390,359;517,283;451,289;416,312;369,318;327,299;292,270;233,243;406,106;468,145;409,179;375,176;346,119;367,47
00015_8bit.png;390,359;518,282;452,288;416,312;370,318;328,299;296,266;244,227;405,107;469,148;409,179;375,176;343,121;363,48
00016_8bit.png;389,359;518,282;452,288;416,312;370,318;327,296;301,258;259,208;403,112;471,151;410,180;375,177;341,123;358,50
00017_8bit.png;389,358;518,282;452,288;416,312;370,318;327,293;308,251;280,193;405,122;474,161;410,181;376,177;338,126;355,55
00018_8bit.png;388,358;518,282;452,288;416,312;370,318;328,291;316,246;304,183;409,133;477,174;411,182;376,178;336,128;355,60
00019_8bit.png;387,358;518,282;452,288;416,312;370,318;328,289;321,244;324,181;415,138;478,187;412,182;377,178;334,129;355,64
00020_8bit.png;385,358;518,282;452,289;416,312;370,318;328,289;319,245;322,181;423,139;480,192;414,184;379,179;330,134;354,73
00021_8bit.png;383,357;517,282;452,289;416,312;370,318;328,290;316,246;311,184;430,137;481,196;415,184;381,179;328,139;353,84
00022_8bit.png;381,357;517,283;452,289;415,312;369,318;328,290;313,248;299,188;434,136;482,197;416,184;383,179;326,146;353,97
00023_8bit.png;379,357;517,283;451,289;415,313;369,318;328,291;309,249;290,191;436,136;483,196;418,185;384,179;326,153;352,109
00024_8bit.png;378,356;516,283;451,289;415,313;368,318;327,291;308,250;285,193;433,137;484,194;418,185;384,179;326,158;354,117
00025_8bit.png;376,356;515,285;450,290;413,313;367,318;326,290;308,250;285,193;427,136;485,188;417,185;383,179;326,151;370,114
00026_8bit.png;375,356;514,287;450,290;413,313;366,318;326,290;308,250;285,193;427,135;484,187;417,186;383,179;327,146;375,113
00027_8bit.png;374,356;514,289;449,290;412,314;366,318;325,290;307,250;284,192;424,135;484,185;416,185;382,179;328,141;378,111
00028_8bit.png;373,356;513,292;449,291;412,314;365,318;325,290;307,250;284,192;423,134;483,183;416,186;381,179;329,139;380,110
00029_8bit.png;373,356;513,296;448,292;411,314;365,318;324,290;307,250;284,192;421,133;483,180;416,186;381,179;329,139;381,109
00030_8bit.png;373,356;513,302;449,293;411,315;365,318;325,290;307,249;284,192;420,133;483,179;416,186;381,179;329,140;380,110
00031_8bit.png;373,357;513,306;449,294;412,315;366,318;325,290;307,249;284,192;420,131;483,177;416,186;381,180;328,142;378,111
00032_8bit.png;374,357;515,310;450,296;412,315;366,319;325,290;307,250;284,192;421,130;483,176;416,186;381,180;327,143;378,111
00033_8bit.png;375,358;516,311;450,296;412,315;366,319;325,290;307,250;284,192;422,125;483,176;416,186;381,180;326,144;377,112
00034_8bit.png;377,359;517,308;450,296;412,315;366,319;325,290;307,250;284,192;424,121;482,175;415,186;381,180;324,146;377,114
00035_8bit.png;378,361;514,285;448,293;412,315;366,319;325,290;307,250;283,192;429,112;481,172;414,186;380,180;322,149;377,118
00036_8bit.png;380,362;511,266;448,290;413,314;367,319;325,291;307,250;283,193;431,107;480,169;414,186;379,180;321,149;377,118
00037_8bit.png;381,363;503,252;448,287;414,314;367,320;326,291;307,251;283,193;433,103;479,167;413,186;379,180;321,147;379,116
00038_8bit.png;382,364;502,249;448,286;414,313;367,320;326,292;307,251;283,194;432,96;477,161;413,185;378,180;322,143;382,114
00039_8bit.png;383,364;505,252;449,287;414,314;368,320;326,292;307,252;283,194;431,89;474,156;412,184;378,179;323,141;385,114
00040_8bit.png;383,365;508,260;450,289;414,313;368,320;326,292;307,252;283,194;428,73;468,144;412,183;378,178;327,136;390,113
00041_8bit.png;383,365;509,262;450,289;414,313;368,320;326,291;307,252;283,194;427,67;463,138;412,183;378,178;327,135;391,114
00042_8bit.png;384,365;510,264;450,289;414,313;368,319;326,291;307,252;282,194;424,66;460,134;412,183;378,178;324,140;389,120
00043_8bit.png;384,365;510,265;449,289;414,313;368,319;326,291;307,251;281,194;417,86;464,137;413,183;379,178;318,155;381,123
00044_8bit.png;384,366;510,265;449,289;414,313;368,319;326,290;307,251;280,195;414,117;473,150;413,184;379,179;315,170;369,122
00045_8bit.png;383,366;511,266;449,289;415,313;369,319;327,291;308,251;279,195;420,135;478,174;412,185;377,181;312,180;358,120
00046_8bit.png;382,367;510,266;449,289;415,314;369,319;326,292;308,252;278,197;428,139;475,196;410,187;375,183;309,185;349,118
00047_8bit.png;381,367;510,266;449,290;415,314;369,321;326,293;307,254;276,199;436,133;471,204;408,188;374,184;308,185;350,119
00048_8bit.png;380,367;510,266;449,290;415,315;368,321;326,294;306,255;273,201;437,136;471,209;408,189;373,186;307,182;358,122
00049_8bit.png;379,367;510,266;449,290;414,315;368,321;326,295;306,256;268,205;432,140;471,209;409,190;373,186;308,179;364,125
00050_8bit.png;378,366;510,266;448,290;414,315;368,321;326,294;305,256;264,208;426,145;473,208;410,189;374,185;309,173;370,126
00051_8bit.png;376,365;510,266;448,290;414,315;368,320;326,294;305,257;261,211;420,148;475,204;411,188;375,184;312,167;374,123
00052_8bit.png;374,363;510,267;448,290;414,314;368,320;326,294;305,257;258,215;418,145;477,198;412,187;377,182;314,161;375,115
00053_8bit.png;372,362;510,267;448,290;414,314;368,319;326,293;304,257;255,219;419,140;479,193;412,186;377,181;317,153;374,101
00054_8bit.png;370,360;511,268;448,290;414,314;368,319;326,292;304,257;252,221;423,133;480,188;412,185;378,180;320,145;373,87
00055_8bit.png;368,358;511,270;448,290;413,313;367,318;326,292;303,257;250,224;425,125;481,183;413,185;379,179;325,139;376,77
00056_8bit.png;367,357;511,272;448,290;413,313;366,318;325,291;303,256;249,224;426,122;481,180;413,185;379,179;331,133;385,73
