image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;354,376;414,216;415,285;401,333;350,356;301,332;280,288;274,221;386,73;414,134;372,191;334,192;300,132;317,77
00001_8bit.png;354,376;414,216;415,285;401,334;350,356;301,332;280,288;274,221;386,71;412,133;372,191;334,192;300,132;317,77
00002_8bit.png;353,376;413,216;415,285;401,334;350,356;301,332;280,288;274,221;388,68;410,132;372,191;334,192;300,132;318,77
00003_8bit.png;352,376;413,216;415,285;401,334;350,356;301,331;281,287;274,220;388,67;409,131;372,191;334,192;300,132;319,77
00004_8bit.png;351,376;413,216;415,285;401,334;350,356;301,331;281,287;273,219;388,66;408,131;372,191;334,192;301,131;321,78
00005_8bit.png;350,376;413,217;414,286;401,334;349,356;301,331;281,287;274,219;387,65;407,131;372,191;334,192;303,130;323,80
00006_8bit.png;349,376;414,217;414,286;401,335;349,356;300,331;281,286;274,219;387,65;407,131;372,191;334,192;304,130;326,80
00007_8bit.png;349,376;414,218;414,287;400,335;348,356;300,331;281,286;274,218;389,64;407,131;372,192;335,193;306,130;327,79
00008_8bit.png;349,377;414,219;413,288;400,336;348,356;300,331;281,286;274,218;391,64;408,133;372,193;335,193;307,130;331,80
00009_8bit.png;349,377;415,220;413,288;399,337;347,356;299,331;280,287;273,219;393,64;408,133;373,193;335,193;308,130;333,81
00010_8bit.png;350,378;416,221;414,289;399,338;347,357;299,331;280,287;274,218;396,65;409,135;373,193;336,193;310,130;333,80
00011_8bit.png;351,378;416,221;414,289;399,338;347,357;299,331;279,287;274,219;397,66;410,135;373,193;336,193;310,129;333,80
00012_8bit.png;351,378;417,221;415,290;400,338;348,356;300,332;279,288;274,219;398,67;410,136;374,193;336,193;310,129;334,79
00013_8bit.png;352,377;418,220;417,290;401,338;349,356;300,332;279,288;273,220;399,66;411,136;374,192;336,192;311,128;334,78
00014_8bit.png;352,377;418,219;418,290;402,338;350,356;301,332;279,289;272,220;399,66;412,136;374,192;337,192;311,128;335,77
00015_8bit.png;352,376;419,218;418,288;403,336;350,355;302,332;279,288;272,221;399,67;412,136;374,191;337,191;311,127;335,77
00016_8bit.png;351,375;418,217;419,288;403,336;351,355;302,331;279,288;271,222;400,67;413,136;374,191;337,191;311,127;335,77
00017_8bit.png;349,375;417,218;419,288;404,336;351,355;302,331;279,288;271,223;400,67;413,136;374,190;337,191;311,127;335,77
00018_8bit.png;348,375;416,218;419,288;403,336;350,355;302,331;278,288;269,226;400,67;413,136;374,190;337,191;311,127;335,77
00019_8bit.png;346,375;416,218;418,288;403,336;349,355;301,330;277,287;268,228;400,67;413,136;374,190;337,191;311,126;335,77
00020_8bit.png;344,375;416,219;417,289;402,337;348,355;300,330;276,287;264,230;399,67;412,136;374,191;336,191;310,127;336,78
00021_8bit.png;342,376;415,219;416,289;401,337;347,355;299,331;275,287;261,232;399,67;411,136;373,191;336,191;309,127;336,78
00022_8bit.png;340,376;415,219;415,288;400,336;346,355;298,331;274,288;257,233;398,67;411,136;373,191;336,191;308,128;336,78
00023_8bit.png;339,377;415,219;413,288;399,336;345,355;297,330;273,288;252,235;396,66;410,135;373,192;335,192;307,129;337,80
00024_8bit.png;337,377;415,220;413,289;398,337;344,355;297,329;272,287;249,236;394,66;409,135;373,192;335,192;306,129;340,79
00025_8bit.png;336,377;415,220;412,290;397,338;343,356;296,330;272,287;245,239;392,66;409,134;373,192;335,192;306,130;342,78
00026_8bit.png;335,377;416,221;413,290;397,338;343,356;296,329;271,287;245,239;390,67;409,134;373,193;335,193;306,131;343,76
00027_8bit.png;335,377;416,221;413,290;397,338;343,356;296,330;271,287;244,241;389,66;409,134;373,193;335,193;307,132;343,75
00028_8bit.png;336,378;416,222;413,291;397,339;343,356;296,330;271,287;241,242;389,65;409,135;373,194;335,193;308,132;342,75
00029_8bit.png;337,378;417,224;413,293;396,340;342,356;296,330;271,287;241,243;390,63;410,135;373,194;336,193;308,133;342,76
00030_8bit.png;338,378;418,224;414,293;397,341;343,356;296,330;271,288;241,244;393,63;411,136;373,194;335,194;309,133;341,77
00031_8bit.png;341,378;418,224;414,292;398,341;343,357;296,331;271,288;240,246;397,64;412,138;372,194;335,194;309,133;339,77
00032_8bit.png;344,379;419,222;416,293;399,341;344,357;297,331;271,289;238,250;402,66;414,140;372,194;335,194;310,132;338,79
00033_8bit.png;347,378;421,221;416,292;400,341;345,357;298,332;271,290;235,254;408,69;416,142;372,194;335,194;310,131;336,82
00034_8bit.png;349,378;422,219;418,291;401,340;347,357;300,332;272,291;231,259;413,72;419,144;372,193;335,193;310,130;334,85
00035_8bit.png;352,378;423,218;419,290;403,339;348,356;301,332;272,291;227,262;416,74;421,145;373,192;336,192;309,130;332,83
00036_8bit.png;354,377;426,218;420,289;404,338;349,355;302,331;272,292;223,267;416,74;423,145;374,191;337,192;309,130;331,82
00037_8bit.png;355,377;423,218;420,289;404,337;350,355;302,331;272,292;220,269;413,73;423,143;374,191;337,191;310,129;331,84
00038_8bit.png;356,376;415,219;420,287;404,336;350,355;303,331;272,292;220,268;411,73;423,142;374,191;337,191;310,129;332,84
00039_8bit.png;357,377;413,219;419,287;404,336;351,355;303,331;273,292;223,265;410,73;422,141;375,191;337,191;310,129;332,84
00040_8bit.png;358,377;414,220;418,288;403,336;350,355;303,331;273,291;226,262;409,73;422,141;375,191;337,191;309,130;331,84
00041_8bit.png;358,377;416,220;418,288;403,336;350,355;302,331;273,291;229,258;408,73;421,140;375,191;337,191;308,130;330,85
