image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;376,393;500,327;449,345;417,361;381,366;345,358;311,343;261,330;385,203;434,213;394,245;366,248;329,229;344,194
00001_8bit.png;376,393;500,327;449,345;417,361;381,366;346,358;311,343;261,329;385,203;434,213;394,246;366,249;330,229;344,194
00002_8bit.png;375,393;499,325;449,344;418,362;381,367;346,358;311,343;261,328;384,203;435,213;395,246;367,249;332,228;344,194
00003_8bit.png;375,394;498,322;448,344;418,362;381,367;345,358;311,343;261,328;384,203;435,213;395,247;367,249;332,229;345,195
00004_8bit.png;376,394;497,320;448,343;418,362;381,367;345,358;311,343;261,328;384,203;435,213;395,247;367,249;332,229;345,195
00005_8bit.png;376,395;496,318;448,343;418,361;381,367;345,358;311,342;261,327;384,203;435,213;395,247;367,249;331,229;345,195
00006_8bit.png;377,395;495,317;448,342;418,361;381,367;345,358;311,342;261,327;384,203;435,213;395,247;367,250;331,229;345,195
00007_8bit.png;377,395;496,318;448,343;418,361;381,367;345,358;311,343;261,327;384,203;435,213;395,247;366,250;331,229;346,195
00008_8bit.png;378,395;496,319;448,343;417,361;381,367;345,358;311,343;261,327;384,204;435,213;395,247;366,250;331,229;346,195
00009_8bit.png;379,396;497,321;448,344;417,362;381,367;345,358;311,343;261,327;384,204;435,213;395,247;366,249;331,229;346,195
00010_8bit.png;379,396;497,323;448,345;417,362;381,367;345,358;310,343;261,327;384,204;435,213;395,247;366,249;331,229;346,196
00011_8bit.png;379,396;498,324;448,345;417,362;381,367;345,358;310,343;261,327;384,204;435,213;395,247;366,249;330,229;346,196
00012_8bit.png;380,396;497,323;448,345;417,362;380,367;344,358;310,343;260,327;384,204;434,213;394,247;366,249;330,229;346,196
00013_8bit.png;380,397;497,322;448,345;417,362;380,367;344,359;310,343;260,326;384,204;434,213;394,247;366,249;330,229;345,196
00014_8bit.png;380,397;496,322;448,345;417,362;380,368;344,359;310,343;260,326;384,204;434,213;394,247;365,249;329,229;345,196
00015_8bit.png;380,397;496,321;448,345;417,362;380,368;344,359;310,343;260,327;384,204;433,213;394,247;365,249;329,229;345,196
00016_8bit.png;380,398;496,321;448,345;417,363;380,368;344,359;310,343;260,327;384,204;433,213;394,247;365,250;329,229;345,195
00017_8bit.png;380,398;496,322;448,345;417,363;380,368;344,359;310,343;261,327;384,204;433,213;394,247;365,250;329,230;345,195
00018_8bit.png;381,398;497,321;448,345;417,363;381,368;345,359;311,343;261,327;384,204;433,213;394,247;366,250;329,230;345,196
00019_8bit.png;381,399;497,322;448,345;417,363;381,368;345,359;311,343;261,326;384,204;433,214;394,248;366,250;329,230;345,195
00020_8bit.png;382,399;497,321;449,345;418,363;381,369;345,360;311,343;262,326;384,203;433,214;394,248;366,251;329,230;345,196
