image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;385,285;400,215;432,229;412,262;368,271;331,245;322,208;343,201;432,108;444,116;411,146;380,141;358,97;388,85
00001_8bit.png;384,285;400,216;432,229;412,262;368,271;331,245;322,208;343,198;433,107;444,115;412,146;380,141;358,98;388,84
00002_8bit.png;384,285;400,217;432,229;412,262;367,271;331,245;322,208;343,197;433,107;443,114;412,146;380,141;357,98;388,85
00003_8bit.png;384,285;399,218;431,229;412,262;368,271;331,245;321,208;341,194;433,107;443,114;412,146;380,141;357,98;388,85
00004_8bit.png;384,285;399,218;431,229;412,262;368,271;331,245;321,208;340,194;433,107;442,114;412,146;380,141;357,98;387,85
00005_8bit.png;384,285;399,219;431,229;412,261;368,270;331,245;322,207;339,193;433,108;441,113;411,146;380,141;356,98;387,85
00006_8bit.png;384,285;399,218;431,229;412,261;368,270;331,245;321,207;338,193;433,108;441,113;411,146;380,141;356,98;387,85
00007_8bit.png;384,285;398,218;431,228;412,261;367,270;331,245;321,207;338,192;433,108;441,113;411,146;380,141;355,98;387,85
00008_8bit.png;384,285;398,218;431,228;412,261;367,270;331,245;321,207;338,192;433,108;441,113;411,146;380,141;355,98;387,85
00009_8bit.png;384,285;398,218;431,228;412,261;368,270;331,245;321,207;338,192;433,108;441,113;411,146;380,141;355,98;387,85
00010_8bit.png;384,285;398,218;431,228;412,261;367,270;331,245;322,207;337,191;433,108;440,112;411,146;379,141;355,98;387,86
00011_8bit.png;384,285;398,218;431,228;412,261;367,270;331,245;322,207;337,191;433,108;440,112;411,146;379,141;355,98;387,86
00012_8bit.png;384,285;398,218;431,228;412,261;367,270;331,245;322,207;337,191;433,108;440,112;411,146;379,141;355,98;387,86
00013_8bit.png;384,285;398,218;430,228;412,261;367,270;331,245;321,207;337,190;433,108;440,113;411,146;379,141;354,98;387,85
00014_8bit.png;385,285;397,218;430,228;412,261;367,270;331,244;322,207;337,190;433,109;440,113;411,146;379,141;354,98;387,86
00015_8bit.png;385,285;397,218;430,228;412,261;367,270;331,244;322,207;337,190;433,109;440,113;411,146;379,141;354,98;387,86
00016_8bit.png;385,285;397,218;430,228;412,261;367,270;331,244;322,207;337,190;433,109;440,113;411,146;379,141;354,98;387,86
00017_8bit.png;385,285;397,219;431,228;412,261;367,270;331,244;322,207;337,188;432,109;439,113;411,146;379,141;353,98;387,86
00018_8bit.png;385,285;397,219;432,228;412,261;367,270;331,244;322,207;337,188;433,109;439,112;411,146;379,141;353,98;386,86
00019_8bit.png;385,285;397,219;432,228;412,261;368,270;331,244;322,207;337,187;433,109;439,112;411,145;379,140;352,98;387,86
00020_8bit.png;385,285;397,219;432,228;412,261;367,270;331,244;322,206;338,188;433,110;439,112;411,145;379,140;352,98;386,86
00021_8bit.png;385,285;397,219;432,228;412,261;367,270;331,244;322,206;338,187;433,109;439,112;411,145;379,140;352,98;386,86
