image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;286,259;441,327;396,293;358,282;315,267;285,233;267,197;227,153;370,132;395,193;385,148;354,138;328,171;380,153
00001_8bit.png;285,258;441,328;397,293;358,283;316,267;285,233;268,197;231,151;371,135;397,193;386,148;355,139;330,173;382,154
00002_8bit.png;285,258;441,328;396,293;358,283;316,267;285,233;269,197;235,148;371,135;398,193;386,148;355,139;331,173;384,155
00003_8bit.png;284,257;441,328;396,293;358,283;315,267;285,232;270,196;239,145;372,135;399,193;387,148;355,138;331,173;387,154
00004_8bit.png;283,257;440,328;396,293;357,283;315,267;285,232;270,195;241,143;372,134;399,193;387,147;355,138;332,172;389,151
00005_8bit.png;282,256;440,327;395,292;357,282;314,267;284,231;270,194;243,141;374,132;399,193;387,147;355,138;332,171;390,149
00006_8bit.png;281,256;440,327;395,292;357,282;314,266;284,231;270,194;244,140;374,130;399,192;387,147;355,137;332,170;391,146
00007_8bit.png;281,255;440,326;395,292;357,282;314,266;284,231;269,194;242,141;374,129;399,192;387,147;355,137;331,169;391,144
00008_8bit.png;281,255;440,326;395,292;357,282;315,266;285,231;269,194;241,141;373,127;399,191;387,146;355,137;331,167;392,141
00009_8bit.png;280,254;440,327;394,292;357,281;315,265;285,231;269,194;239,142;373,127;399,191;387,146;355,137;330,166;391,139
00010_8bit.png;280,254;439,327;394,292;356,282;314,266;285,231;269,194;239,143;373,126;398,191;387,146;356,137;331,165;392,137
00011_8bit.png;280,254;438,329;393,293;356,282;314,266;284,231;269,194;239,143;373,125;398,191;387,147;356,137;330,164;392,135
00012_8bit.png;280,254;437,330;393,294;355,282;314,265;284,230;268,194;238,142;373,125;398,191;388,147;356,137;330,163;393,134
00013_8bit.png;280,254;436,332;392,294;355,282;314,266;284,230;269,194;237,143;373,124;399,190;388,147;356,137;329,163;392,134
00014_8bit.png;280,254;435,333;392,295;355,282;314,265;284,230;269,193;235,144;375,123;398,190;388,147;357,137;330,161;393,134
00015_8bit.png;280,255;434,334;392,295;355,282;314,265;284,230;268,193;233,145;376,121;398,188;388,146;357,136;331,161;394,135
00016_8bit.png;280,255;433,334;392,294;355,281;314,265;284,230;268,193;231,147;378,119;399,186;389,146;358,136;333,160;394,136
00017_8bit.png;280,255;433,334;392,294;355,281;314,265;284,230;268,194;229,149;380,117;399,184;390,146;359,136;335,160;395,137
00018_8bit.png;281,255;432,335;392,294;355,281;314,264;284,230;267,194;227,150;382,117;400,184;390,146;360,135;338,160;397,138
00019_8bit.png;281,255;432,335;392,294;355,281;314,264;284,230;267,194;226,151;384,117;400,184;390,146;360,135;339,161;397,139
00020_8bit.png;281,255;432,336;392,294;355,281;315,265;285,230;267,195;225,153;386,117;400,183;390,146;360,135;341,161;399,139
00021_8bit.png;281,255;431,336;392,294;355,282;314,265;284,231;267,195;225,153;386,116;401,182;390,146;360,136;342,161;400,139
00022_8bit.png;280,255;431,336;392,294;355,282;314,265;284,231;267,195;225,153;387,114;402,181;391,146;360,136;344,160;401,138
00023_8bit.png;280,255;430,337;392,294;355,282;314,265;284,230;266,195;225,152;387,112;401,179;391,146;360,135;346,159;402,136
00024_8bit.png;280,255;430,337;392,293;355,282;314,265;284,231;266,195;226,152;389,112;401,177;390,146;360,135;347,158;403,135
