image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;376,360;497,330;467,308;426,323;376,332;330,304;322,261;336,217;394,173;452,222;404,196;367,194;328,193;379,135
00001_8bit.png;376,360;500,331;466,310;425,324;375,331;329,302;320,261;333,218;399,170;454,222;405,196;368,194;327,192;383,137
00002_8bit.png;376,359;504,331;466,311;424,324;374,330;329,301;319,260;332,218;404,168;457,222;407,195;369,193;329,194;387,141
00003_8bit.png;376,359;508,329;465,312;423,324;373,329;328,300;317,260;330,219;405,169;459,222;408,195;370,192;330,194;388,142
00004_8bit.png;376,359;512,329;466,313;423,324;372,328;327,300;315,262;325,222;407,167;460,220;408,195;371,192;331,193;389,141
00005_8bit.png;377,359;516,329;466,313;422,325;372,329;327,305;307,272;295,253;415,161;461,219;409,194;372,191;333,189;391,136
00006_8bit.png;378,359;517,326;465,312;422,324;372,329;326,306;304,276;288,259;417,161;460,219;408,195;371,191;334,185;391,129
00007_8bit.png;379,359;518,320;466,309;423,324;372,330;327,307;305,277;290,261;415,161;460,218;407,195;370,192;335,181;390,122
00008_8bit.png;380,360;518,309;465,304;424,322;373,330;327,306;307,273;292,250;413,161;458,218;406,195;369,192;336,177;383,114
00009_8bit.png;381,360;517,296;464,299;425,321;374,330;328,305;311,267;302,232;411,162;456,218;404,194;368,192;337,173;372,110
00010_8bit.png;382,361;513,283;463,293;426,319;374,329;328,301;315,261;316,217;409,164;454,218;404,193;367,191;336,170;363,106
00011_8bit.png;383,361;508,274;462,288;427,316;375,329;329,301;316,260;318,215;406,164;451,216;404,191;367,189;337,163;355,99
00012_8bit.png;384,361;504,269;461,285;427,315;375,328;328,300;315,260;316,216;404,164;448,216;404,189;368,186;338,155;351,89
00013_8bit.png;385,361;503,267;460,283;427,313;374,327;328,300;312,260;312,220;404,162;445,213;406,188;369,185;338,147;347,80
00014_8bit.png;385,361;501,265;459,281;427,313;374,326;327,300;310,262;308,224;404,159;442,211;406,187;370,183;341,141;349,71
00015_8bit.png;385,361;498,261;458,280;426,312;374,326;327,300;310,262;307,225;404,157;440,208;406,186;370,182;343,137;351,66
00016_8bit.png;385,361;497,261;457,279;426,312;374,326;327,300;311,261;309,223;402,155;438,206;406,186;370,182;344,135;355,63
00017_8bit.png;385,361;494,259;456,278;426,312;374,326;327,299;313,259;312,220;401,154;436,205;406,186;370,182;345,135;358,62
00018_8bit.png;384,362;493,263;456,279;427,312;374,327;328,300;315,259;316,219;400,149;431,200;405,187;369,183;347,137;366,65
00019_8bit.png;384,362;491,265;456,280;427,312;374,327;328,300;315,260;317,220;401,143;429,195;405,187;369,184;349,137;372,67
00020_8bit.png;383,362;492,266;456,281;427,312;375,327;328,301;316,261;319,222;406,134;427,189;405,187;369,184;351,138;378,67
00021_8bit.png;383,362;489,271;456,282;427,313;374,328;328,301;316,262;320,223;409,123;428,180;405,187;370,184;353,137;384,67
00022_8bit.png;383,362;492,273;457,284;427,314;375,328;328,301;317,262;321,225;415,112;429,171;406,186;370,182;354,134;385,64
00023_8bit.png;383,362;497,275;458,286;427,314;375,327;329,301;317,263;321,227;423,103;431,164;406,184;371,180;355,130;384,58
00024_8bit.png;383,361;501,277;460,288;427,315;375,327;329,301;317,264;319,231;428,97;431,158;406,182;371,179;356,126;383,53
00025_8bit.png;384,360;510,277;462,288;427,314;376,326;329,302;316,267;316,245;429,89;430,150;406,179;371,177;359,120;384,46
00026_8bit.png;384,360;515,273;464,287;429,313;377,325;331,302;318,268;317,251;426,77;429,142;405,178;370,176;356,120;380,45
00027_8bit.png;384,360;515,274;464,288;429,313;378,325;331,303;319,269;319,250;423,71;428,138;405,178;370,176;355,121;378,46
00028_8bit.png;384,360;512,276;463,290;429,314;378,326;332,304;322,269;324,249;420,65;427,135;405,178;370,177;355,121;377,46
00029_8bit.png;384,361;510,281;462,291;429,315;378,326;332,304;324,270;334,247;416,61;426,133;404,178;370,177;356,121;378,46
00030_8bit.png;384,360;507,282;461,293;429,316;378,326;332,304;326,269;338,242;415,58;425,131;404,178;369,177;356,120;378,45
00031_8bit.png;383,360;506,285;460,294;428,316;378,326;332,304;326,269;339,237;415,55;425,129;404,177;369,176;356,120;380,46
00032_8bit.png;382,359;506,287;460,294;428,315;377,326;331,304;325,268;338,230;415,54;427,129;404,177;369,176;358,119;384,46
00033_8bit.png;382,358;506,290;460,295;427,315;377,325;331,302;325,266;337,226;418,53;428,129;404,176;370,175;358,118;388,47
00034_8bit.png;381,358;505,294;460,297;426,315;376,325;330,302;324,265;336,223;420,54;429,129;405,176;370,174;360,117;392,48
00035_8bit.png;380,358;504,298;460,299;426,316;376,325;330,302;325,265;335,222;423,56;430,131;405,176;371,175;362,117;395,49
00036_8bit.png;379,358;504,303;459,301;426,317;376,325;330,302;325,265;334,221;424,58;431,133;405,177;371,175;363,118;398,50
00037_8bit.png;378,358;502,307;459,303;425,318;375,326;329,302;324,266;335,221;426,61;431,135;406,178;371,176;364,118;400,51
00038_8bit.png;378,359;499,310;458,305;425,319;375,326;329,303;324,267;336,222;426,66;432,138;406,179;372,177;364,120;402,53
