image;head;right_hand;right_elbow;right_shoulder;neck;left_shoulder;left_elbow;left_hand;right_foot;right_knee;right_hip;left_hip;left_knee;left_foot
00000_8bit.png;248,395;355,393;350,329;311,350;265,361;222,340;191,309;189,370;355,164;342,215;283,223;247,224;185,211;210,161
00001_8bit.png;249,394;356,392;350,328;312,350;266,361;223,340;191,309;190,370;356,164;344,215;284,224;249,224;186,210;210,161
00002_8bit.png;250,394;358,391;351,328;313,350;266,361;223,340;192,308;191,370;357,163;346,214;286,223;251,223;189,209;211,161
00003_8bit.png;251,394;359,391;351,328;314,350;267,361;224,340;193,308;191,370;357,162;349,215;289,223;254,223;193,206;212,160
00004_8bit.png;251,394;357,391;351,328;314,351;267,361;224,339;193,308;191,370;358,163;350,216;290,223;254,223;194,205;212,160
00005_8bit.png;251,394;356,390;351,327;314,351;266,361;224,339;193,308;191,370;358,163;350,217;290,224;255,223;194,205;212,160
00006_8bit.png;251,394;355,389;350,327;314,351;266,361;224,340;193,308;190,370;358,163;350,217;290,224;254,223;194,205;212,160
00007_8bit.png;251,395;354,389;350,327;314,351;266,361;224,340;193,308;189,370;357,163;349,217;289,224;254,223;194,205;212,159
00008_8bit.png;251,396;354,388;350,327;314,351;266,362;224,340;194,308;189,369;357,163;349,217;289,224;253,224;193,205;212,159
00009_8bit.png;250,397;355,386;350,327;314,352;267,362;224,340;194,308;189,370;357,163;349,218;288,224;253,224;193,206;212,159
00010_8bit.png;250,397;355,385;350,326;314,352;267,363;224,340;194,308;188,370;357,164;349,219;288,225;253,224;193,205;212,158
00011_8bit.png;249,398;355,385;350,327;314,352;267,363;224,340;195,307;188,369;357,164;350,220;288,225;253,225;194,205;213,158
00012_8bit.png;247,398;354,386;351,327;315,352;267,363;225,340;194,308;188,370;357,164;350,221;289,225;254,225;195,204;214,157
00013_8bit.png;245,397;355,388;351,327;315,352;267,363;225,340;195,308;187,370;356,163;351,221;289,225;254,225;196,202;215,155
00014_8bit.png;243,397;353,390;351,328;315,353;267,363;225,340;194,308;186,370;356,163;352,221;290,225;255,224;197,201;216,154
00015_8bit.png;242,396;352,392;351,329;315,353;267,362;225,339;195,307;185,369;355,163;352,221;290,225;255,224;198,200;216,154
00016_8bit.png;240,396;350,395;351,330;314,353;266,362;224,339;195,306;184,368;354,163;353,221;291,225;256,224;198,200;217,153
00017_8bit.png;239,396;349,396;351,332;314,353;266,362;224,339;195,306;183,368;354,163;354,221;292,225;257,224;199,199;217,153
00018_8bit.png;239,395;348,397;351,332;313,353;266,362;224,338;194,305;183,367;353,163;354,220;292,225;257,223;199,200;218,154
00019_8bit.png;239,394;347,397;351,332;313,353;266,361;224,338;194,305;184,367;352,163;355,219;292,225;257,223;199,199;219,154
00020_8bit.png;239,394;345,397;351,333;313,353;265,361;224,338;194,305;184,367;351,162;356,219;293,225;258,223;201,195;220,154
00021_8bit.png;239,393;345,397;351,333;313,353;265,361;224,338;193,306;184,368;350,161;358,219;294,225;259,223;206,188;223,154
00022_8bit.png;239,393;345,397;351,333;313,353;265,361;224,337;193,306;185,368;350,162;361,221;296,226;261,222;214,182;225,154
00023_8bit.png;238,393;345,397;351,333;312,353;265,360;224,336;193,305;186,367;350,162;364,223;299,226;265,221;223,176;227,155
00024_8bit.png;237,393;345,398;351,334;313,353;265,360;224,336;193,304;186,367;351,163;367,227;304,226;269,220;233,171;229,154
00025_8bit.png;237,393;345,398;352,334;313,354;265,360;225,335;193,304;185,366;351,163;370,229;308,227;274,220;241,169;229,153
00026_8bit.png;236,393;346,399;352,335;314,354;265,360;225,335;194,303;185,366;351,163;371,230;311,227;277,220;246,168;231,153
00027_8bit.png;235,393;346,399;353,336;314,355;266,360;226,335;195,303;187,366;350,162;372,228;312,227;277,220;247,168;232,154
00028_8bit.png;235,393;347,399;353,336;314,355;266,360;226,335;195,303;187,366;350,161;372,227;311,227;276,220;245,170;233,153
00029_8bit.png;234,394;347,399;353,336;314,355;266,361;226,336;194,304;187,367;350,161;370,227;308,227;274,220;242,171;233,153
00030_8bit.png;233,395;346,399;352,336;313,355;265,361;225,337;194,305;185,368;350,161;368,227;305,227;271,221;238,173;233,152
00031_8bit.png;232,396;345,399;351,335;313,355;264,362;224,337;193,306;185,368;350,161;367,227;304,227;269,221;233,176;233,152
00032_8bit.png;231,397;344,399;350,335;312,355;264,362;223,337;192,306;185,368;349,161;365,226;302,227;267,222;230,178;233,151
00033_8bit.png;231,397;343,398;350,335;311,355;263,362;223,338;192,306;185,368;349,161;364,225;301,227;266,222;227,179;233,151
00034_8bit.png;231,397;343,398;350,336;311,355;263,362;222,337;192,306;185,368;349,161;364,225;301,227;266,222;226,180;232,151
00035_8bit.png;232,396;342,398;350,337;311,355;263,361;223,337;192,306;185,368;349,161;364,225;301,227;266,222;226,179;232,151
00036_8bit.png;233,395;341,398;351,337;311,355;264,361;223,337;191,306;185,368;349,162;365,226;301,226;267,221;228,177;232,152
00037_8bit.png;234,394;340,398;351,338;311,355;264,360;223,336;191,306;185,368;349,162;366,227;302,226;268,221;232,174;232,153
00038_8bit.png;235,392;341,397;351,339;311,354;264,359;223,336;191,305;185,367;349,162;366,228;304,227;269,220;238,169;233,153
00039_8bit.png;237,390;338,397;352,341;311,354;264,358;224,335;191,305;186,367;349,162;367,229;306,227;272,220;247,165;233,153
00040_8bit.png;239,389;337,398;352,342;311,354;264,357;224,334;191,305;187,367;349,162;368,230;308,227;274,220;254,162;234,154
00041_8bit.png;242,388;337,398;353,342;312,354;265,357;225,334;191,304;188,367;349,162;369,230;310,227;276,219;258,160;234,154
00042_8bit.png;245,387;338,398;353,342;312,354;265,356;225,333;191,304;188,366;349,162;370,229;311,227;277,219;260,160;234,154
00043_8bit.png;248,387;340,398;353,342;312,354;265,356;225,333;191,304;189,366;349,162;370,229;311,227;277,219;261,159;235,155
00044_8bit.png;252,388;340,398;353,342;312,354;265,357;225,334;191,305;189,367;349,162;369,230;310,226;276,218;260,159;235,154
00045_8bit.png;256,390;341,398;353,342;311,354;265,357;224,335;191,306;189,368;349,162;368,229;308,226;274,218;258,159;234,154
00046_8bit.png;260,391;341,398;353,341;311,355;265,358;224,336;191,307;189,368;350,162;367,229;307,226;273,218;256,160;234,154
00047_8bit.png;264,392;342,398;353,341;312,355;265,360;224,337;191,307;189,369;349,162;366,229;305,225;271,219;253,161;234,155
00048_8bit.png;267,393;342,398;353,340;312,355;265,360;224,338;192,308;190,369;349,162;366,229;304,226;270,219;250,163;234,154
00049_8bit.png;270,394;343,398;354,340;312,355;266,361;224,338;193,308;191,369;349,162;365,229;303,226;269,220;247,164;234,154
00050_8bit.png;272,394;344,398;354,340;312,355;266,361;224,339;193,308;191,369;349,162;365,229;302,226;268,220;246,165;234,154
00051_8bit.png;274,394;344,398;354,340;312,355;266,361;224,339;193,308;191,369;349,162;365,229;302,225;268,220;245,165;234,154
00052_8bit.png;275,394;345,397;354,339;313,355;266,361;224,339;193,308;191,369;349,162;365,229;302,225;268,219;244,165;234,154
00053_8bit.png;275,394;345,397;353,339;312,354;266,361;224,339;193,308;190,369;350,162;365,229;302,225;268,219;244,165;233,154
00054_8bit.png;276,394;345,397;353,338;312,354;266,361;224,339;193,308;190,369;349,161;365,228;302,225;268,219;244,165;233,154
00055_8bit.png;276,393;345,397;353,338;312,354;265,361;223,339;193,307;189,369;349,160;365,226;302,225;268,219;245,164;233,154
00056_8bit.png;275,393;345,396;352,338;311,354;265,361;223,338;194,306;188,367;348,157;366,222;302,226;268,219;245,164;233,154
00057_8bit.png;275,393;345,396;352,338;311,354;265,361;223,338;194,305;187,367;346,153;365,218;303,226;268,219;245,164;233,154
00058_8bit.png;274,393;345,396;352,338;311,354;265,361;223,338;194,305;188,367;342,148;364,212;303,226;269,219;245,163;233,154
00059_8bit.png;274,393;345,397;352,338;311,354;265,361;223,338;194,305;188,367;338,143;363,206;304,225;270,219;244,163;233,153
00060_8bit.png;274,393;345,397;352,338;311,353;265,361;223,338;194,305;188,367;335,139;362,202;304,225;270,219;244,163;233,153
00061_8bit.png;273,393;345,397;353,337;312,353;265,361;224,337;194,305;188,367;334,137;362,200;305,225;271,218;245,163;233,153
00062_8bit.png;273,393;344,397;353,337;312,353;265,360;224,337;194,305;188,367;333,136;362,199;305,225;271,218;246,162;233,153
00063_8bit.png;273,393;344,397;353,338;312,354;265,361;224,337;194,305;188,366;334,136;362,200;306,225;272,218;246,163;233,152
00064_8bit.png;274,394;344,397;353,338;312,354;265,361;224,337;194,305;188,367;334,137;362,200;306,225;272,218;246,163;233,153
00065_8bit.png;274,394;344,397;353,338;312,354;265,361;224,338;194,305;188,367;335,136;362,200;306,225;272,218;246,164;233,153
00066_8bit.png;274,394;344,397;353,338;312,354;265,361;224,338;194,305;188,367;335,136;362,200;306,225;272,219;244,165;233,153
00067_8bit.png;274,395;344,397;353,338;312,354;265,361;224,338;195,305;188,367;335,136;362,200;305,225;271,219;243,165;233,152
00068_8bit.png;275,395;344,397;353,339;312,354;265,361;224,338;194,306;188,367;336,136;361,200;304,225;270,219;242,166;233,153
00069_8bit.png;275,395;344,397;353,339;312,354;265,362;223,339;194,307;188,368;336,135;360,200;303,225;269,219;238,168;232,152
00070_8bit.png;276,394;344,397;353,339;312,354;265,362;223,339;194,307;188,368;336,135;360,200;303,225;268,219;236,170;232,152
00071_8bit.png;277,394;344,397;353,339;312,354;265,361;223,339;194,307;188,369;336,135;360,200;302,225;268,219;235,171;232,152
00072_8bit.png;278,393;344,397;353,339;312,354;266,361;224,339;194,307;188,369;337,135;360,200;302,225;268,219;233,172;231,152
00073_8bit.png;279,393;343,397;354,339;312,354;266,361;224,339;193,308;189,369;337,136;360,201;302,224;267,219;232,172;231,152
00074_8bit.png;280,393;343,397;354,339;313,354;266,361;224,339;193,308;190,369;337,136;360,201;302,224;267,219;231,173;231,152
00075_8bit.png;280,393;343,397;354,339;313,354;267,361;224,339;193,308;190,370;337,136;360,202;302,224;267,219;230,174;231,152
00076_8bit.png;281,392;343,397;354,339;313,354;267,361;225,339;194,308;191,370;337,136;360,202;302,224;267,219;230,174;231,152
00077_8bit.png;281,393;343,397;354,339;313,354;267,361;225,339;193,308;191,370;338,136;360,202;301,224;267,219;229,174;231,152
00078_8bit.png;281,393;344,397;355,339;313,354;267,361;225,339;194,308;191,370;338,137;360,203;301,224;266,219;229,175;231,151
00079_8bit.png;281,393;344,397;355,339;313,354;267,361;225,339;194,308;191,370;339,137;360,204;301,224;266,219;228,176;231,151
00080_8bit.png;280,393;344,398;355,339;313,354;267,361;225,339;194,309;191,370;339,138;360,204;301,224;266,219;226,177;231,151
00081_8bit.png;280,393;344,398;355,339;313,355;267,361;225,339;194,308;191,370;338,139;360,205;301,224;266,219;226,177;231,151
00082_8bit.png;280,393;344,397;355,339;313,355;267,361;225,339;193,309;191,370;337,139;360,205;301,224;266,220;226,177;232,151
00083_8bit.png;280,393;344,397;354,339;313,355;267,361;225,339;193,309;191,370;336,139;360,204;300,224;265,220;227,176;232,150
00084_8bit.png;280,393;344,397;354,339;313,355;266,361;224,339;193,309;191,370;336,139;359,204;300,224;265,220;227,176;232,150
00085_8bit.png;281,394;344,397;354,339;313,355;266,361;224,339;193,309;191,370;336,139;359,204;300,224;265,220;226,177;233,150
00086_8bit.png;281,394;344,397;354,339;313,355;266,361;224,339;193,309;190,370;336,139;359,204;300,224;265,220;225,178;232,150
